,GO_ID,GO_term,GO_term_count
7816,GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,3
7381,GO:0001938,positive regulation of endothelial cell proliferation,3
7105,GO:0035240,dopamine binding,3
8043,GO:0001523,retinoid metabolic process,3
8535,GO:0043647,inositol phosphate metabolic process,3
7052,GO:0001659,temperature homeostasis,3
6414,GO:1901796,regulation of signal transduction by p53 class mediator,3
7375,GO:0060291,long-term synaptic potentiation,3
7400,GO:0006405,RNA export from nucleus,3
6661,GO:0019902,phosphatase binding,3
6660,GO:0009898,cytoplasmic side of plasma membrane,3
8352,GO:0051262,protein tetramerization,3
7809,GO:0070527,platelet aggregation,3
7116,GO:0042417,dopamine metabolic process,3
7044,GO:0070382,exocytic vesicle,3
6440,GO:0035371,microtubule plus-end,3
7081,GO:0008104,protein localization,3
7096,GO:0021853,cerebral cortex GABAergic interneuron migration,3
7884,GO:0045599,negative regulation of fat cell differentiation,3
8518,GO:0099175,regulation of postsynapse organization,3
7335,GO:0071363,cellular response to growth factor stimulus,3
7070,GO:0007194,negative regulation of adenylate cyclase activity,3
6420,GO:2001234,negative regulation of apoptotic signaling pathway,3
7073,GO:0007409,axonogenesis,3
7076,GO:0007625,grooming behavior,3
8037,GO:0060348,bone development,3
7063,GO:0002031,G protein-coupled receptor internalization,3
8025,GO:0043085,positive regulation of catalytic activity,3
7832,GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,3
7854,GO:0005044,scavenger receptor activity,3
7861,GO:0006796,phosphate-containing compound metabolic process,3
6664,GO:0030432,peristalsis,3
6973,GO:0046718,viral entry into host cell,3
6713,GO:0070373,negative regulation of ERK1 and ERK2 cascade,3
7145,GO:0051209,release of sequestered calcium ion into cytosol,3
7138,GO:0048169,regulation of long-term neuronal synaptic plasticity,3
6981,GO:0050919,negative chemotaxis,3
8004,GO:0001958,endochondral ossification,3
8007,GO:0005159,insulin-like growth factor receptor binding,3
8367,GO:0002479,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",3
8368,GO:0002480,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent",3
6358,GO:0090263,positive regulation of canonical Wnt signaling pathway,3
8104,GO:0042744,hydrogen peroxide catabolic process,3
8376,GO:0016045,detection of bacterium,3
7461,GO:0043488,regulation of mRNA stability,3
7126,GO:0043278,response to morphine,3
7010,GO:0050661,NADP binding,3
7411,GO:0006413,translational initiation,3
6619,GO:0001658,branching involved in ureteric bud morphogenesis,3
8328,GO:0030669,clathrin-coated endocytic vesicle membrane,3
7300,GO:0051568,histone H3-K4 methylation,3
7119,GO:0042756,drinking behavior,3
7789,GO:0042730,fibrinolysis,3
7429,GO:0019827,stem cell population maintenance,3
7422,GO:0010507,negative regulation of autophagy,3
7281,GO:0050821,protein stabilization,3
6692,GO:0043268,positive regulation of potassium ion transport,3
5446,GO:0007157,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,3
9153,GO:0016363,nuclear matrix,3
841,GO:0032587,ruffle membrane,3
2230,GO:0001973,G protein-coupled adenosine receptor signaling pathway,3
2222,GO:1903508,positive regulation of nucleic acid-templated transcription,3
10157,GO:0019905,syntaxin binding,3
2216,GO:1901224,positive regulation of NIK/NF-kappaB signaling,3
5062,GO:0038095,Fc-epsilon receptor signaling pathway,3
3844,GO:0042755,eating behavior,3
5105,GO:0048511,rhythmic process,3
5135,GO:0070936,protein K48-linked ubiquitination,3
3784,GO:0008015,blood circulation,3
5134,GO:0070498,interleukin-1-mediated signaling pathway,3
9163,GO:0031667,response to nutrient levels,3
9236,GO:0051145,smooth muscle cell differentiation,3
4910,GO:0002039,p53 binding,3
9326,GO:0000146,microfilament motor activity,3
10087,GO:0000795,synaptonemal complex,3
9297,GO:0006351,"transcription, DNA-templated",3
4011,GO:0031398,positive regulation of protein ubiquitination,3
4903,GO:0045931,positive regulation of mitotic cell cycle,3
4900,GO:0043967,histone H4 acetylation,3
2211,GO:0070830,bicellular tight junction assembly,3
4989,GO:0032956,regulation of actin cytoskeleton organization,3
5003,GO:0050848,regulation of calcium-mediated signaling,3
4977,GO:0019898,extrinsic component of membrane,3
3949,GO:1900273,positive regulation of long-term synaptic potentiation,3
4968,GO:0006959,humoral immune response,3
5186,GO:0004866,endopeptidase inhibitor activity,3
2636,GO:0005543,phospholipid binding,3
10270,GO:0022857,transmembrane transporter activity,3
9052,GO:0005741,mitochondrial outer membrane,3
9067,GO:0032496,response to lipopolysaccharide,3
3713,GO:0006412,translation,3
9089,GO:0030509,BMP signaling pathway,3
5517,GO:0045921,positive regulation of exocytosis,3
5516,GO:0016079,synaptic vesicle exocytosis,3
5513,GO:0008289,lipid binding,3
9022,GO:0003148,outflow tract septum morphogenesis,3
457,GO:0042626,ATPase-coupled transmembrane transporter activity,3
299,GO:0005319,lipid transporter activity,3
5343,GO:0086010,membrane depolarization during action potential,3
9136,GO:0001786,phosphatidylserine binding,3
2366,GO:0007193,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,3
5211,GO:0072562,blood microparticle,3
3762,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,3
5194,GO:0030246,carbohydrate binding,3
5246,GO:0008331,high voltage-gated calcium channel activity,3
5339,GO:0045956,positive regulation of calcium ion-dependent exocytosis,3
5307,GO:0001518,voltage-gated sodium channel complex,3
9107,GO:0045727,positive regulation of translation,3
5311,GO:0005248,voltage-gated sodium channel activity,3
2367,GO:0007195,adenylate cyclase-inhibiting dopamine receptor signaling pathway,3
9110,GO:0046697,decidualization,3
4411,GO:0050680,negative regulation of epithelial cell proliferation,3
10029,GO:0005001,transmembrane receptor protein tyrosine phosphatase activity,3
4220,GO:0086002,cardiac muscle cell action potential involved in contraction,3
4242,GO:1903561,extracellular vesicle,3
4582,GO:0000226,microtubule cytoskeleton organization,3
4244,GO:1903779,regulation of cardiac conduction,3
4551,GO:0001895,retina homeostasis,3
4249,GO:1990573,potassium ion import across plasma membrane,3
9603,GO:0016973,poly(A)+ mRNA export from nucleus,3
4585,GO:0000281,mitotic cytokinesis,3
4227,GO:0086013,membrane repolarization during cardiac muscle cell action potential,3
4649,GO:0032391,photoreceptor connecting cilium,3
4646,GO:0031514,motile cilium,3
4635,GO:0021756,striatum development,3
4605,GO:0001843,neural tube closure,3
4519,GO:0006879,cellular iron ion homeostasis,3
4403,GO:0045597,positive regulation of cell differentiation,3
9755,GO:0031966,mitochondrial membrane,3
4399,GO:0043568,positive regulation of insulin-like growth factor receptor signaling pathway,3
4386,GO:0030518,intracellular steroid hormone receptor signaling pathway,3
9725,GO:0005777,peroxisome,3
4423,GO:0051117,ATPase binding,3
4508,GO:0001669,acrosomal vesicle,3
9627,GO:0004984,olfactory receptor activity,3
4292,GO:0001085,RNA polymerase II transcription factor binding,3
9628,GO:0050911,detection of chemical stimulus involved in sensory perception of smell,3
1105,GO:0050482,arachidonic acid secretion,3
4369,GO:0008584,male gonad development,3
4219,GO:0071383,cellular response to steroid hormone stimulus,3
4897,GO:0043966,histone H3 acetylation,3
4846,GO:0003697,single-stranded DNA binding,3
10006,GO:0034612,response to tumor necrosis factor,3
4836,GO:0000800,lateral element,3
10003,GO:0034605,cellular response to heat,3
4822,GO:0000724,double-strand break repair via homologous recombination,3
9409,GO:0070412,R-SMAD binding,3
10007,GO:0035633,maintenance of blood-brain barrier,3
4878,GO:0030097,hemopoiesis,3
9345,GO:0016459,myosin complex,3
4852,GO:0006302,double-strand break repair,3
4859,GO:0007569,cell aging,3
884,GO:0001822,kidney development,3
9892,GO:0006303,double-strand break repair via nonhomologous end joining,3
2080,GO:0030050,vesicle transport along actin filament,3
4702,GO:0048854,brain morphogenesis,3
9897,GO:0032481,positive regulation of type I interferon production,3
9520,GO:0033077,T cell differentiation in thymus,3
4681,GO:0035869,ciliary transition zone,3
887,GO:0001974,blood vessel remodeling,3
4148,GO:0030007,cellular potassium ion homeostasis,3
4734,GO:0000922,spindle pole,3
4150,GO:0030506,ankyrin binding,3
4708,GO:0060170,ciliary membrane,3
4722,GO:0071539,protein localization to centrosome,3
5726,GO:0042100,B cell proliferation,3
6062,GO:0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",3
6060,GO:0006464,cellular protein modification process,3
8892,GO:1903979,negative regulation of microglial cell activation,3
8890,GO:0097242,amyloid-beta clearance,3
8720,GO:0043388,positive regulation of DNA binding,3
3343,GO:0048568,embryonic organ development,3
8730,GO:0048146,positive regulation of fibroblast proliferation,3
6045,GO:0032508,DNA duplex unwinding,3
2888,GO:0006883,cellular sodium ion homeostasis,3
6016,GO:0030902,hindbrain development,3
2869,GO:0001819,positive regulation of cytokine production,3
2951,GO:0030308,negative regulation of cell growth,3
6089,GO:0045987,positive regulation of smooth muscle contraction,3
2755,GO:0004521,endoribonuclease activity,3
6107,GO:0005254,chloride channel activity,3
2843,GO:0016442,RISC complex,3
8914,GO:0014823,response to activity,3
8695,GO:0014065,phosphatidylinositol 3-kinase signaling,3
10402,GO:0051321,meiotic cell cycle,3
2853,GO:0036464,cytoplasmic ribonucleoprotein granule,3
2862,GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic",3
5717,GO:0031295,T cell costimulation,3
10436,GO:0016081,synaptic vesicle docking,3
5827,GO:0032570,response to progesterone,3
5784,GO:0090090,negative regulation of canonical Wnt signaling pathway,3
8854,GO:0030169,low-density lipoprotein particle binding,3
10447,GO:0048306,calcium-dependent protein binding,3
5793,GO:0032729,positive regulation of interferon-gamma production,3
5808,GO:0007565,female pregnancy,3
5952,GO:0002088,lens development in camera-type eye,3
5831,GO:0050853,B cell receptor signaling pathway,3
8828,GO:0009888,tissue development,3
73,GO:0010039,response to iron ion,3
5914,GO:0001503,ossification,3
8789,GO:0006605,protein targeting,3
10441,GO:0031201,SNARE complex,3
8870,GO:0036477,somatodendritic compartment,3
8775,GO:0035097,histone methyltransferase complex,3
5744,GO:0001932,regulation of protein phosphorylation,3
5750,GO:0005109,frizzled binding,3
2995,GO:0042416,dopamine biosynthetic process,3
9017,GO:0099061,integral component of postsynaptic density membrane,3
8784,GO:0005871,kinesin complex,3
2667,GO:0004181,metallocarboxypeptidase activity,3
8932,GO:0032760,positive regulation of tumor necrosis factor production,3
2687,GO:0051607,defense response to virus,3
3277,GO:0019894,kinesin binding,3
5654,GO:0046928,regulation of neurotransmitter secretion,3
5656,GO:0048168,regulation of neuronal synaptic plasticity,3
5554,GO:0030659,cytoplasmic vesicle membrane,3
5662,GO:0051928,positive regulation of calcium ion transport,3
3250,GO:0042169,SH2 domain binding,3
6149,GO:0008306,associative learning,3
8999,GO:0070821,tertiary granule membrane,3
99,GO:0042135,neurotransmitter catabolic process,3
3280,GO:0030036,actin cytoskeleton organization,3
8992,GO:0034113,heterotypic cell-cell adhesion,3
8995,GO:0051926,negative regulation of calcium ion transport,3
6198,GO:0009653,anatomical structure morphogenesis,3
6237,GO:0098655,cation transmembrane transport,3
214,GO:0045964,positive regulation of dopamine metabolic process,3
5688,GO:2001222,regulation of neuron migration,3
2747,GO:0000932,P-body,3
10356,GO:0048172,regulation of short-term neuronal synaptic plasticity,3
3288,GO:0090307,mitotic spindle assembly,3
8601,GO:0097440,apical dendrite,3
2745,GO:0000794,condensed nuclear chromosome,3
5698,GO:0007616,long-term memory,3
7939,GO:0034707,chloride channel complex,2
7931,GO:0007214,gamma-aminobutyric acid signaling pathway,2
10806,GO:0000776,kinetochore,2
9749,GO:0046488,phosphatidylinositol metabolic process,2
9732,GO:0006625,protein targeting to peroxisome,2
9729,GO:0005782,peroxisomal matrix,2
7641,GO:0003416,endochondral bone growth,2
10554,GO:0046716,muscle cell cellular homeostasis,2
7989,GO:0007218,neuropeptide signaling pathway,2
10622,GO:0017025,TBP-class protein binding,2
10833,GO:1900740,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,2
9956,GO:0042098,T cell proliferation,2
9943,GO:0006661,phosphatidylinositol biosynthetic process,2
9930,GO:0005681,spliceosomal complex,2
9925,GO:0071004,U2-type prespliceosome,2
9916,GO:1902036,regulation of hematopoietic stem cell differentiation,2
7715,GO:0035360,positive regulation of peroxisome proliferator activated receptor signaling pathway,2
7712,GO:0015909,long-chain fatty acid transport,2
7709,GO:0008544,epidermis development,2
10493,GO:0097091,synaptic vesicle clustering,2
10548,GO:0045859,regulation of protein kinase activity,2
9911,GO:0070419,nonhomologous end joining complex,2
9909,GO:0048660,regulation of smooth muscle cell proliferation,2
9906,GO:0045621,positive regulation of lymphocyte differentiation,2
9899,GO:0032993,protein-DNA complex,2
9866,GO:0031666,positive regulation of lipopolysaccharide-mediated signaling pathway,2
9854,GO:0030552,cAMP binding,2
10659,GO:0017022,myosin binding,2
9858,GO:0098693,regulation of synaptic vesicle cycle,2
10718,GO:0031100,animal organ regeneration,2
9871,GO:0043536,positive regulation of blood vessel endothelial cell migration,2
7942,GO:0098982,GABA-ergic synapse,2
10733,GO:0070410,co-SMAD binding,2
9809,GO:0032210,regulation of telomere maintenance via telomerase,2
9805,GO:0016233,telomere capping,2
10592,GO:0010596,negative regulation of endothelial cell migration,2
9836,GO:0004722,protein serine/threonine phosphatase activity,2
7688,GO:0071625,vocalization behavior,2
9971,GO:0032728,positive regulation of interferon-beta production,2
9844,GO:0019888,protein phosphatase regulator activity,2
7661,GO:0009642,response to light intensity,2
7670,GO:0030199,collagen fibril organization,2
7658,GO:0008543,fibroblast growth factor receptor signaling pathway,2
7673,GO:0032836,glomerular basement membrane development,2
7679,GO:0045165,cell fate commitment,2
9879,GO:0000723,telomere maintenance,2
9801,GO:0000783,nuclear telomere cap complex,2
10579,GO:0072686,mitotic spindle,2
7691,GO:0071711,basement membrane organization,2
7697,GO:0005324,long-chain fatty acid transporter activity,2
9771,GO:1901020,negative regulation of calcium ion transmembrane transporter activity,2
7980,GO:0005975,carbohydrate metabolic process,2
10573,GO:0016188,synaptic vesicle maturation,2
9763,GO:0051480,regulation of cytosolic calcium ion concentration,2
10583,GO:0001937,negative regulation of endothelial cell proliferation,2
7969,GO:0006195,purine nucleotide catabolic process,2
9782,GO:0043087,regulation of GTPase activity,2
9780,GO:0021860,pyramidal neuron development,2
7951,GO:0004653,polypeptide N-acetylgalactosaminyltransferase activity,2
9881,GO:0002218,activation of innate immune response,2
9887,GO:0003690,double-stranded DNA binding,2
10274,GO:0015301,anion:anion antiporter activity,2
9984,GO:0005640,nuclear outer membrane,2
10332,GO:0008504,monoamine transmembrane transporter activity,2
10202,GO:0042800,histone methyltransferase activity (H3-K4 specific),2
