,GO_ID,GO_term,GO_term_count
4527,GO:0045111,intermediate filament cytoskeleton,1
4526,GO:0045109,intermediate filament organization,1
4519,GO:0060078,regulation of postsynaptic membrane potential,1
4518,GO:0051932,"synaptic transmission, GABAergic",1
4517,GO:0016917,GABA receptor activity,1
4516,GO:0005237,inhibitory extracellular ligand-gated ion channel activity,1
4608,GO:2001056,positive regulation of cysteine-type endopeptidase activity,1
4609,GO:0006869,lipid transport,1
4610,GO:0008203,cholesterol metabolic process,1
4660,GO:0055013,cardiac muscle cell development,1
4703,GO:0007093,mitotic cell cycle checkpoint,1
4697,GO:0006935,chemotaxis,1
4691,GO:2000648,positive regulation of stem cell proliferation,1
4690,GO:2000373,positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity,1
4689,GO:1990845,adaptive thermogenesis,1
4680,GO:1902889,protein localization to spindle microtubule,1
4670,GO:0098963,dendritic transport of messenger ribonucleoprotein complex,1
4667,GO:0090336,positive regulation of brown fat cell differentiation,1
4666,GO:0071385,cellular response to glucocorticoid stimulus,1
4661,GO:0070034,telomerase RNA binding,1
4659,GO:0051457,maintenance of protein location in nucleus,1
4614,GO:0034364,high-density lipoprotein particle,1
4658,GO:0048255,mRNA stabilization,1
4655,GO:0034244,negative regulation of transcription elongation from RNA polymerase II promoter,1
4654,GO:0033673,negative regulation of kinase activity,1
4643,GO:0009048,dosage compensation by inactivation of X chromosome,1
4642,GO:0006396,RNA processing,1
4639,GO:0003727,single-stranded RNA binding,1
4638,GO:0003725,double-stranded RNA binding,1
4637,GO:0003697,single-stranded DNA binding,1
4616,GO:0006006,glucose metabolic process,1
4615,GO:0034384,high-density lipoprotein particle clearance,1
4515,GO:0098843,postsynaptic endocytic zone,1
4503,GO:0032279,asymmetric synapse,1
4344,GO:1902416,positive regulation of mRNA binding,1
4500,GO:0009897,external side of plasma membrane,1
4384,GO:0042118,endothelial cell activation,1
4383,GO:0042117,monocyte activation,1
4382,GO:0042116,macrophage activation,1
4381,GO:0036035,osteoclast development,1
4378,GO:0032680,regulation of tumor necrosis factor production,1
4377,GO:0032655,regulation of interleukin-12 production,1
4376,GO:0032651,regulation of interleukin-1 beta production,1
4375,GO:0032625,interleukin-21 production,1
4374,GO:0032496,response to lipopolysaccharide,1
4369,GO:0002903,negative regulation of B cell apoptotic process,1
4368,GO:0001046,core promoter sequence-specific DNA binding,1
4367,GO:0048664,neuron fate determination,1
4366,GO:0045787,positive regulation of cell cycle,1
4360,GO:0045665,negative regulation of neuron differentiation,1
4359,GO:0021852,pyramidal neuron migration,1
4358,GO:0016199,axon midline choice point recognition,1
4357,GO:0009953,dorsal/ventral pattern formation,1
4352,GO:2000766,negative regulation of cytoplasmic translation,1
4351,GO:2000637,positive regulation of gene silencing by miRNA,1
4350,GO:2000301,negative regulation of synaptic vesicle exocytosis,1
4349,GO:1990825,sequence-specific mRNA binding,1
4348,GO:1990812,growth cone filopodium,1
4347,GO:1990124,messenger ribonucleoprotein complex,1
4385,GO:0045655,regulation of monocyte differentiation,1
4386,GO:0048661,positive regulation of smooth muscle cell proliferation,1
4387,GO:0050727,regulation of inflammatory response,1
4415,GO:0098582,innate vocalization behavior,1
4496,GO:0004970,ionotropic glutamate receptor activity,1
4490,GO:0070064,proline-rich region binding,1
4489,GO:0061157,mRNA destabilization,1
4488,GO:0050881,musculoskeletal movement,1
4487,GO:0044267,cellular protein metabolic process,1
4486,GO:0031571,mitotic G1 DNA damage checkpoint,1
4485,GO:0021522,spinal cord motor neuron differentiation,1
4484,GO:0016441,posttranscriptional gene silencing,1
4480,GO:0007631,feeding behavior,1
4473,GO:0008150,biological_process,1
4414,GO:0060501,positive regulation of epithelial cell proliferation involved in lung morphogenesis,1
4388,GO:0050861,positive regulation of B cell receptor signaling pathway,1
4413,GO:0060013,righting reflex,1
4406,GO:0033574,response to testosterone,1
4398,GO:0021758,putamen development,1
4397,GO:0021757,caudate nucleus development,1
4394,GO:2000341,regulation of chemokine (C-X-C motif) ligand 2 production,1
4393,GO:1901509,regulation of endothelial tube morphogenesis,1
4392,GO:1901256,regulation of macrophage colony-stimulating factor production,1
4391,GO:1900424,regulation of defense response to bacterium,1
4390,GO:0061470,T follicular helper cell differentiation,1
4389,GO:0060766,negative regulation of androgen receptor signaling pathway,1
6152,GO:0043392,negative regulation of DNA binding,1
